positionOpenDate,positionTitle,appointmentType,maximumSalary,workSchedule,salaryType,state,clean_positionTitle,skill_set_0,skill_set_1,skill_set_2,year_month
2020-07-22,BUDGET ANALYST,Permanent,70843.0,Full-time,Per Year,North Carolina,budget,0.18167499532353473,0.6513691327009549,0.16695587197551043,2020-07
2013-09-11,Attorney and Assistant United States Attorney,Multiple,129517.0,Full-time,Per Year,District of Columbia,attorney united states attorney,0.8660578307853815,0.06697405875534844,0.0669681104592702,2013-09
2020-02-14,SENIOR INFORMATION TECHNOLOGY SPECIALIST (DATA NETWORK),Permanent,115742.0,Full-time,Per Year,District of Columbia,information technology data network,0.0667688034956562,0.06703651725359284,0.866194679250751,2020-02
2020-02-14,SENIOR INFORMATION TECHNOLOGY SPECIALIST (DATA NETWORK),Permanent,115742.0,Full-time,Per Year,District of Columbia,information technology data network,0.0667688034956562,0.06703651725359284,0.866194679250751,2020-02
2018-02-15,Rating Veterans Service Representative,Agency Employees Only,0.0,Full-time,Per Year,Mississippi,rating veterans service representative,0.06686387478283246,0.2677355393965617,0.6654005858206059,2018-02
2024-04-15,Rating Veterans Service Representative,Permanent,0.0,Full-time,Per Year,Mississippi,rating veterans service representative,0.06686387478283246,0.2677355393965617,0.6654005858206059,2024-04
2017-06-14,"DIAGNOSTIC RADIOLOGIC TECHNOLOGIST GS 0647-08, CBOC, HOT SPRINGS, ARKANSAS",Permanent,56441.0,Full-time,Per Year,Arkansas,diagnostic radiologic technologist cboc hot springs arkansas,0.04511182205608546,0.041931356797634496,0.91295682114628,2017-06
2022-05-16,HR SPECIALIST (Recruitment and Placement),Permanent,84146.0,Full-time,Per Year,New York,recruitment placement,0.7760311908979027,0.11199310966852873,0.11197569943356848,2022-05
2027-05-26,LPN,Multiple,52109.0,Full-time,Per Year,New York,lpn,0.1673154342887609,0.16939640994354502,0.6632881557676941,2027-05
2020-06-15,LPN - Employee Health Nurse,Permanent,50597.0,Full-time,Per Year,Illinois,lpn employee health nurse,0.07623762697122094,0.721813457529386,0.20194891549939312,2020-06
2022-07-17,Intern (Human Resource Specialist) - Test,Internships,59000.0,Full-time,Per Year,District of Columbia,intern human resource,0.08347009544266189,0.8330511594095923,0.0834787451477458,2022-07
2020-07-13,Management & Program Analyst ,Permanent,151254.0,Full-time,Per Year,District of Columbia,management,0.17420889284498384,0.6590287816573406,0.16676232549767558,2020-07
2022-08-31,RN (Critical Care),Agency Employees Only,100420.0,Full-time,Per Year,Oregon,critical care,0.11124357603594691,0.11125708157558377,0.7774993423884693,2022-08
2022-08-31,RN (Critical Care),Agency Employees Only,100420.0,Part-time,Per Year,Oregon,critical care,0.11124357603594691,0.11125708157558377,0.7774993423884693,2022-08
2022-09-07,Registered Nurse (Palliative Care),Permanent,138686.0,Full-time,Per Year,New York,registered nurse palliative care,0.07244045486317562,0.4290518409001007,0.49850770423672375,2022-09
2017-12-01,Training Systems Program Manager,Permanent,106369.0,Full-time,Per Year,Florida,training systems,0.1112496987289255,0.74705092043504,0.14169938083603448,2017-12
2018-10-02,Claims Assistant,Agency Employees Only,47837.0,Full-time,Per Year,Oregon,claims,0.16703392435411799,0.16706461603593603,0.6659014596099461,2018-10
2022-10-07,"MEDICAL OFFICER, GS-0602-15",Permanent,155000.0,Full-time,Per Year,Maryland,medical,0.6665815283638364,0.16670786865482837,0.1667106029813352,2022-10
2021-11-03,Program Support Assistant-TEST ANNOUNCEMENT,Permanent,45376.0,Full-time,Per Year,New York,support,0.17323246836464024,0.16675970462468687,0.660007827010673,2021-11
2022-11-11,Senior Social Worker (Bonham Domiciliary),Permanent,94551.0,Full-time,Per Year,Texas,social worker bonham domiciliary,0.06705076864759812,0.31432598745830287,0.6186232438940992,2022-11
2020-01-01,PATHWAYS-TEST VACANCY,Internships,33000.0,Full-time,Per Year,California,vacancy,0.6638354360376603,0.16809666895120964,0.16806789501113012,2020-01
2022-12-04,Physician (Psychiatrist- NW Metro Out-patient Clinic),Permanent,250000.0,Full-time,Per Year,Minnesota,physician psychiatrist metro patient clinic,0.8746559092396249,0.056585915392696105,0.06875817536767895,2022-12
2017-01-04,Staff Physician (MICU Hospitalist),Permanent,240000.0,Full-time,Per Year,Pennsylvania,physician micu hospitalist,0.8283429353961009,0.08356954828278865,0.08808751632111042,2017-01
2017-12-15,Supervisory Interdisciplinary Scientist ,Permanent,155500.0,Full-time,Per Year,Maryland,supervisory interdisciplinary scientist,0.8266470153339448,0.08340228500140358,0.08995069966465155,2017-12
2023-01-01,TEST TEST TEST - SANDI KIER FOR JOA TEMPLATES,Permanent,100.0,Full-time,Per Year,California,sandi kier joa templates,0.06710587977211355,0.06714281829084563,0.8657513019370409,2023-01
2024-01-08,"Laboratory Support Techician (OA), GS-0303-05",Permanent,45898.0,Full-time,Per Year,New York,laboratory support techician,0.08458764921213804,0.0836426595816061,0.8317696912062559,2024-01
2020-01-01,SUPERVISORY NURSE PRACTITIONER,Permanent,124123.0,Full-time,Per Year,California,supervisory nurse practitioner,0.8280544108640127,0.08785246580667787,0.08409312332930947,2020-01
2020-01-01,SUPERVISORY CONTRACT SPECIALIST,Permanent,78355.0,Full-time,Per Year,,supervisory,0.6665735053951254,0.1667152379265428,0.16671125667833175,2020-01
2022-04-19,TEMPLATE - RN,Permanent,102221.0,Full-time,Per Year,Colorado,template,0.1679025868524545,0.16800891557411926,0.6640884975734263,2022-04
2017-01-15,Staff Physician (Hospitalist-Acute Medicine),Permanent,264000.0,Multiple Schedules,Per Year,Pennsylvania,physician hospitalist acute medicine,0.8375190521058318,0.06680100083194251,0.09567994706222582,2017-01
2023-02-01,Lock and Dam Operator (Trainee),Permanent,24.51,Full-time,Per Hour,Tennessee,lock dam operator trainee,0.0693120776005465,0.06954174039428491,0.8611461820051686,2023-02
2020-10-05,TEST ANNOUNCEMENT (Auditor),Permanent,96689.0,Full-time,Per Year,District of Columbia,auditor,0.16685668074647633,0.6662888732723646,0.16685444598115892,2020-10
2017-12-05,Regulatory Health Project Manager ,Permanent,136771.0,Full-time,Per Year,Maryland,regulatory health project,0.8216913782075159,0.09473022320977346,0.08357839858271053,2017-12
2017-12-15,Regulatory Information Specialist,Permanent,115742.0,Full-time,Per Year,Maryland,regulatory information,0.4329186620350378,0.1116344384964725,0.4554468994684896,2017-12
2023-02-01,Program Support Assistant,Permanent,48190.0,Full-time,Per Year,California,support,0.17323246836464024,0.16675970462468687,0.660007827010673,2023-02
2023-03-04,Photographer (Draft),Permanent,55844.0,Full-time,Per Year,Texas,photographer draft,0.7760311915634179,0.1119931093979933,0.11197569903858874,2023-03
2020-03-11,Lead Medical Support Assistant,Permanent,50431.0,Full-time,Per Year,Texas,medical support,0.5517910030340225,0.11119554368225533,0.33701345328372206,2020-03
2020-03-01,Financial Systems Analyst,Permanent,81204.0,Full-time,Per Year,Maryland,financial systems,0.11121640289283505,0.11592110406472407,0.7728624930424408,2020-03
2023-03-06,IMMIGRATION SERVICES ASSISTANT (OA),Permanent,56859.0,Full-time,Per Year,Texas,immigration,0.6638354354160618,0.1680966692477206,0.16806789533621758,2023-03
2020-03-20,RN-Home Care Nurse,Permanent,97212.0,Part-time,Per Year,Idaho,home care nurse,0.09107194901495858,0.5501379203452936,0.35879013063974785,2020-03
2017-03-29,Licensed Practical Nurse (CLC part-time),Permanent,45376.0,Full-time,Per Year,South Dakota,licensed practical nurse clc part time,0.05023212560573397,0.9017440870515521,0.048023787342713835,2017-03
2017-12-07,US OPM Schedule A File,Multiple,82642.0,Full-time,Per Year,Pennsylvania,opm schedule file,0.0837271911130881,0.8325883869716378,0.08368442191527402,2017-12
2017-02-16,U.S. OPM Veteran File,Multiple,82642.0,Multiple Schedules,Per Year,Texas,opm veteran file,0.08365435611365307,0.8326716855183276,0.0836739583680193,2017-02
2017-05-25,"Human Resource Assistant (Military), GS-0203-06, D2056000",Agency Employees Only,45376.0,Full-time,Per Year,West Virginia,human resource,0.1112176071250218,0.7775582391583586,0.11122415371661946,2017-05
2013-10-01,Certified Respiratory Therapist - FY14 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,certified respiratory therapist,0.08523437553680298,0.8312256173911406,0.08354000707205642,2013-10
2013-10-01,Licensed Professional Mental Health Counselor - FY14 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,licensed professional mental health counselor,0.8848061494536824,0.05938311717930391,0.05581073336701372,2013-10
2013-10-01,Pharmacy Technician - FY14 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,pharmacy technician,0.4845738065118775,0.11712497131350032,0.3983012221746222,2013-10
2013-10-01,Psychologist-- FY14 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,psychologist,0.6660322938168309,0.16699453842918383,0.1669731677539853,2013-10
2017-01-04,Electronic Integrated System Mechanic (Military Requirement),Multiple,26.18,Full-time,Per Hour,Georgia,electronic integrated system mechanic,0.639675658242824,0.08163789474793144,0.2786864470092446,2017-01
2017-01-04,Aircraft Engine Mechanic (Military Requirement),Multiple,26.81,Full-time,Per Hour,Alaska,aircraft engine mechanic,0.08345178527026367,0.08345951237283934,0.833088702356897,2017-01
2017-01-04,Aircraft Mechanic (Fixed Wing) - Military Requirement,Multiple,26.81,Full-time,Per Hour,Nevada,aircraft mechanic fixed wing,0.0669029610825105,0.06692130603698572,0.8661757328805038,2017-01
2017-01-04,AIRPLANE FLIGHT INSTRUCTOR  (Military Requirement),Multiple,126045.0,Full-time,Per Year,Hawaii,airplane flight instructor,0.08353988860984797,0.08355714153482141,0.8329029698553306,2017-01
2017-06-13,Social Insurance Specialist (Claims Representative) ,Agency Employees Only,55813.0,Full-time,Per Year,Illinois,social insurance claims representative,0.06679513477006024,0.06817526936058506,0.8650295958693546,2017-06
2017-01-14,Staff Physician (Emergency Medicine),Permanent,348000.0,Multiple Schedules,Per Year,Pennsylvania,physician emergency medicine,0.08971097306679957,0.08341362743176439,0.8268753995014361,2017-01
2014-04-25,Presidential Management Fellows Program (PMF) - Budget Analyst,Multiple,98305.0,Full-time,Per Year,District of Columbia,presidential management fellows pmf budget,0.8553112017995771,0.08882037880281644,0.05586841939760645,2014-04
2016-06-08,City Carrier Assistant,Permanent,0.0,Full-time,Per Year,,carrier,0.1668766827985335,0.6662337461545382,0.16688957104692825,2016-06
2014-06-18,"Budget Analyst, GS-0560-09",Permanent,52715.0,Full-time,Per Year,Texas,budget,0.18167499532353473,0.6513691327009549,0.16695587197551043,2014-06
2018-01-01,LOCAL HIRE TEST ANNOUNCEMENT,Permanent,35000.0,Full-time,Per Year,,local,0.16723031791056875,0.6655035924555234,0.16726608963390793,2018-01
2015-03-03,Operations Research Analyst,Multiple,93101.0,Full-time,Per Year,Virginia,operations research,0.4562352260730485,0.43234407485404935,0.1114206990729021,2015-03
2015-07-07,Supervisory Pretrial Services Officer (DTCU),Agency Employees Only,116901.0,Full-time,Per Year,District of Columbia,supervisory pretrial dtcu,0.8324791000750329,0.08376488325338088,0.08375601667158622,2015-07
2014-08-18,Material Handler,Permanent,23.26,Full-time,Per Hour,New York,material handler,0.11186043809338574,0.7762317721114282,0.11190778979518594,2014-08
2014-09-12,"Accounting Technician, ZS-0525-III/IV (GS-5-8 equivalent)",Permanent,61377.0,Full-time,Per Year,Maryland,accounting technician iii,0.13293992047132552,0.7833552655273975,0.08370481400127695,2014-09
2014-09-15,"Contract Specialist, GS-1102-09/11 (MS-MP)",Permanent,82019.0,Full-time,Per Year,Virginia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2014-09
2017-01-01,Physician (Primary Care),Permanent,195000.0,Full-time,Per Year,Pennsylvania,physician primary care,0.08803269925073526,0.0833656856826261,0.8286016150666387,2017-01
2017-03-01,Staff Physician (Pulmonary/Critical Care/Sleep),Permanent,348000.0,Full-time,Per Year,New Mexico,physician pulmonary critical care sleep,0.05744982431692912,0.05574133434103724,0.8868088413420336,2017-03
2017-10-25,VMO (Public Health),Permanent,93821.0,Full-time,Per Year,Missouri,vmo public health,0.09420860684468416,0.5683075641111012,0.33748382904421464,2017-10
2014-10-21,SENIOR ADVISOR FOR OVERSIGHT,Permanent,157100.0,Full-time,Per Year,Maryland,advisor oversight,0.11187550982236648,0.1119401738154662,0.7761843163621672,2014-10
2014-10-01,Accountant,Agency Employees Only,62297.0,Full-time,Per Year,Nevada,accountant,0.16682025023902627,0.1668330860620168,0.666346663698957,2014-10
2017-11-01,PURCHASING AGENT,Permanent,44615.0,Full-time,Per Year,,purchasing,0.16787765440443753,0.6641669593644661,0.16795538623109638,2017-11
2014-10-15,Food Service Worker - Full Time,Agency Employees Only,15.17,Full-time,Per Hour,Missouri,food service worker full time,0.05567144684662228,0.8886462226680418,0.05568233048533596,2014-10
2017-04-01,Food Inspector,Intermittent,52043.0,Intermittent,Per Year,Alabama,food,0.16687695595908766,0.6662331168008374,0.16688992724007498,2017-04
2014-10-23,Team Leader Medical Technologist (Microbiology),Agency Employees Only,77358.0,Full-time,Per Year,New York,team leader medical technologist microbiology,0.8832953442692637,0.055767729083693623,0.06093692664704281,2014-10
2014-10-24,Community Planner,Permanent,99534.0,Full-time,Per Year,California,community planner,0.11130800294604952,0.7773717433373823,0.1113202537165682,2014-10
2016-07-08,Physician (Emergency Department),Permanent,348000.0,Full-time,Per Year,West Virginia,physician emergency,0.12196286251364631,0.11121649303670068,0.7668206444496529,2016-07
2014-10-31,Supervisory Air Traffic Control Specialist (T) (Operations Supervisor),Permanent,100482.0,Full-time,Per Year,California,supervisory air traffic control operations,0.6965322091112914,0.24782812262603154,0.05563966826267701,2014-10
2014-11-05,"Aviation Safety Inspector (OPS), Assistant Aircrew Program Manager, Operations",Permanent,112261.0,Full-time,Per Year,Georgia,aviation safety ops aircrew operations,0.05573235031143594,0.8886051431638933,0.05566250652467079,2014-11
2014-11-03,Interdisciplinary Research Geophysicist/Civil Engineer (ATL-DEU-TCR),Permanent,117447.0,Full-time,Per Year,Massachusetts,interdisciplinary research geophysicist civil engineer atl tcr,0.9163472942469656,0.04182872108064224,0.04182398467239219,2014-11
2014-11-07,Community Planner,Permanent,91198.0,Full-time,Per Year,Hawaii,community planner,0.11130800294604952,0.7773717433373823,0.1113202537165682,2014-11
2014-11-07,Community Planner,Permanent,109791.0,Full-time,Per Year,Hawaii,community planner,0.11130800294604952,0.7773717433373823,0.1113202537165682,2014-11
2014-11-12,SOCIAL WORKER,Permanent,83960.0,Full-time,Per Year,California,social worker,0.11126287913592114,0.751809078583791,0.13692804228028777,2014-11
2014-11-20,FINANCIAL SERVICES TECHNICIAN (D1986000),Agency Employees Only,56406.0,Full-time,Per Year,Puerto Rico,financial technician,0.4385893569732604,0.11688193238301213,0.4445287106437275,2014-11
2017-01-19,Transportation Security Officer (TSO),Permanent,26.57,Part-time,Per Hour,North Dakota,transportation security tso,0.08339160673195889,0.08393834070708557,0.8326700525609555,2017-01
2015-05-01,LOCAL HIRE TEST ANNOUNCEMENT,Permanent,35000.0,Full-time,Per Year,,local,0.16723031791056875,0.6655035924555234,0.16726608963390793,2015-05
2014-12-18,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC),Permanent,138136.0,Full-time,Per Year,District of Columbia,information technology infosec,0.08342784463294005,0.08343353717793443,0.8331386181891255,2014-12
2014-12-16,Secretary,Permanent,51702.0,Full-time,Per Year,Illinois,secretary,0.16681972991964225,0.16683247331716397,0.6663477967631938,2014-12
2014-12-23,Logistics Management Specialist,Permanent,109184.0,Full-time,Per Year,Alabama,logistics management,0.113410747192,0.7753275292669976,0.11126172354100246,2014-12
2018-04-12,Transportation Security Officer (TSO),Permanent,26.23,Part-time,Per Hour,North Dakota,transportation security tso,0.08339160673195889,0.08393834070708557,0.8326700525609555,2018-04
2017-02-27,"Nurse Practitioner (Dalhart, TX)",Permanent,127348.0,Full-time,Per Year,Texas,nurse practitioner dalhart,0.827526205981967,0.08816691821711364,0.08430687580091935,2017-02
2014-12-31,Social Worker,Agency Employees Only,75376.0,Full-time,Per Year,Tennessee,social worker,0.11126287913592114,0.751809078583791,0.13692804228028777,2014-12
2016-01-21,Medical Support Assistant (Rural Health Initiative Program),Agency Employees Only,41954.0,Full-time,Per Year,Virginia,medical support rural health initiative,0.43079261983698824,0.05945780366588944,0.5097495764971224,2016-01
2016-01-14,Assistant Human Resources Officer,Agency Employees Only,118905.0,Full-time,Per Year,Illinois,human resources,0.11116356073258563,0.7776696634429661,0.11116677582444824,2016-01
2015-01-21,Security Specialist,Permanent,128223.0,Full-time,Per Year,Texas,security,0.1667837390852065,0.1667933772875138,0.6664228836272796,2015-01
2015-01-21,Supervisory Aviation Safety Inspector (Operations),Temporary,157305.0,Full-time,Per Year,California,supervisory aviation safety operations,0.26886515885314444,0.6644305446112215,0.06670429653563399,2015-01
2017-04-13,Transportation Security Officer (TSO),Permanent,26.57,Part-time,Per Hour,North Dakota,transportation security tso,0.08339160673195889,0.08393834070708557,0.8326700525609555,2017-04
2017-02-03,AIRPLANE PILOT (Military Requirement),Multiple,106003.0,Full-time,Per Year,Nevada,airplane pilot,0.11126383399150146,0.11127645173751037,0.7774597142709881,2017-02
2015-01-29,Medical Support Assistant Direct Hires,Multiple,46294.0,Full-time,Per Year,Kentucky,medical support hires,0.761230987546682,0.083624897824679,0.15514411462863906,2015-01
2015-02-19,Foreign Service Economist Officer  (Backstop 11),Permanent,79131.0,Full-time,Per Year,District of Columbia,foreign service economist backstop,0.06672238269381153,0.866545597643734,0.06673201966245448,2015-02
2015-03-02,Supervisory Contract Specialist,Permanent,139523.0,Full-time,Per Year,District of Columbia,supervisory,0.6665735053951254,0.1667152379265428,0.16671125667833175,2015-03
2015-03-13,Social Sciences/Addiction Recovery Services Coordinator,Permanent,111358.0,Full-time,Per Year,Ohio,social sciences addiction recovery,0.06683935735849716,0.06822769980396713,0.8649329428375356,2015-03
2015-03-13,Medical Record Technician (Coder),Permanent,56974.0,Full-time,Per Year,Missouri,medical record technician coder,0.865454466843194,0.06760991480607702,0.06693561835072898,2015-03
2015-03-17,Social Sciences/Addiction Recovery Services Coordinator,Permanent,111358.0,Full-time,Per Year,Ohio,social sciences addiction recovery,0.06683935735849716,0.06822769980396713,0.8649329428375356,2015-03
2015-03-17,Advanced Medical Support Assistant (Transplant),Permanent,46294.0,Full-time,Per Year,Tennessee,advanced medical support transplant,0.8445111758791913,0.06689328141135416,0.08859554270945437,2015-03
2015-03-18,Aviation Safety Inspector (General Aviation Avionics),Permanent,118515.0,Full-time,Per Year,Alaska,aviation safety aviation avionics,0.06671015058515808,0.8665767943420323,0.06671305507280965,2015-03
2015-03-20,Engineering Technician,Permanent,77371.0,Full-time,Per Year,Alabama,engineering technician,0.30190333293610205,0.5866627379638982,0.11143392909999977,2015-03
2015-03-19,Supervisory Aviation Safety Inspector,Temporary promotion,145130.0,Full-time,Per Year,Alaska,supervisory aviation safety,0.3326719488714919,0.5839508857645483,0.08337716536395975,2015-03
2015-02-01,Interdisciplinary,Permanent,118069.0,Full-time,Per Year,Maryland,interdisciplinary,0.6662599281306273,0.16687194638124142,0.16686812548813132,2015-02
2015-03-01,NC AMSA 0679 06,Multiple,46294.0,Full-time,Per Year,Tennessee,amsa,0.6638354366356027,0.16809666875026844,0.1680678946141289,2015-03
2015-03-29,Human Resources Specialist (NAF) NF-04,Permanent,70000.0,Full-time,Per Year,,human resources naf,0.08353945401502558,0.832908216997475,0.08355232898749944,2015-03
2015-03-26,Accountant,Permanent,0.0,Full-time,Per Year,District of Columbia,accountant,0.16682025023902627,0.1668330860620168,0.666346663698957,2015-03
2015-03-31,"Administrative Office Clerk/Assistant (OA), ZS-0303-II/III",Permanent,50374.0,Full-time,Per Year,Maryland,administrative office clerk iii,0.0688566923162744,0.864377042233207,0.0667662654505185,2015-03
2015-03-25,Human Resources Specialist,Permanent,22000.0,Full-time,Per Year,Texas,human resources,0.11116356073258563,0.7776696634429661,0.11116677582444824,2015-03
2015-03-31,Program Support Assistant (DH/NC),Agency Employees Only,0.0,Full-time,Per Year,Florida,support,0.17323246836464024,0.16675970462468687,0.660007827010673,2015-03
2015-03-31,Time and Leave Clerk (DH/NC),Agency Employees Only,0.0,Full-time,Per Year,Florida,time leave clerk,0.08359513399236912,0.8327935370506571,0.0836113289569738,2015-03
2016-04-01,Medical Support Assistant (NON-COMPETITIVE HIRE ANNOUNCEMENT),Multiple,48804.0,Full-time,Per Year,Oregon,medical support non competitive,0.34148984745451744,0.06694918909041052,0.5915609634550719,2016-04
2015-04-03,Aviation Safety Inspector (Airworthiness),Detail,112319.0,Full-time,Per Year,Alaska,aviation safety airworthiness,0.08340095743180936,0.833193460873989,0.08340558169420156,2015-04
2015-04-03,Peer Support Apprentice,Permanent,41530.0,Full-time,Per Year,Kentucky,peer support apprentice,0.08466111119470128,0.08374769397588376,0.8315911948294149,2015-04
2016-03-04,Physician (Hospitalist),Permanent,240000.0,Multiple Schedules,Per Year,Tennessee,physician hospitalist,0.767526134759881,0.11116159611215157,0.12131226912796743,2016-03
2015-04-08,Air Conditioning Controls Mechanic,Agency Employees Only,25.68,Full-time,Per Hour,Alabama,air conditioning controls mechanic,0.6415790637350123,0.0842307711135176,0.2741901651514701,2015-04
2017-03-03,Supervisory Counseling Psychologist/Social Worker (Substance Abuse) ,Permanent,94037.0,Full-time,Per Year,North Carolina,supervisory counseling psychologist social worker substance abuse,0.6616702425126776,0.28728373493963316,0.05104602254768927,2017-03
2015-04-10,Assistant Chief of Radiology,Multiple,0.0,Full-time,Per Year,Tennessee,radiology,0.6653605546756864,0.16732555158513204,0.16731389373918149,2015-04
2016-05-27,Physician Assistant (Float),Permanent,92316.0,Full-time,Per Year,West Virginia,physician float,0.7664533900484439,0.11156462290282859,0.12198198704872745,2016-05
2015-04-15,Pharmacist - FY15 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,pharmacist,0.6660456897140535,0.16698019875280973,0.1669741115331367,2015-04
2015-04-20,Foreign Service Executive Officer (Backstop 03),Permanent,79922.0,Full-time,Per Year,District of Columbia,foreign service executive backstop,0.06814053469130414,0.8651183344696615,0.06674113083903441,2015-04
2015-05-05,Registered Nurse - (Minimum Data Sets/Patient Care Service/HJ Heinz),Agency Employees Only,100786.0,Full-time,Per Year,Pennsylvania,registered nurse minimum data sets patient care service heinz,0.035735007580820995,0.7590660278991804,0.20519896451999864,2015-05
2015-05-04,Budget Analyst,Permanent,82840.0,Full-time,Per Year,District of Columbia,budget,0.18167499532353473,0.6513691327009549,0.16695587197551043,2015-05
2015-05-04,Airway Transportation System Specialist (NAV/COMM),Permanent,95494.0,Full-time,Per Year,Florida,airway transportation system nav comm,0.0564093359088859,0.8513260319166189,0.09226463217449515,2015-05
2017-03-28,Staff Physician (Hospitalist-Acute Medicine and Surgery),Permanent,240000.0,Full-time,Per Year,Pennsylvania,physician hospitalist acute medicine surgery,0.8720689997308573,0.05569446756966551,0.07223653269947715,2017-03
2016-06-30,Physician - Orthopedic Surgeon,Permanent,375000.0,Full-time,Per Year,Kansas,physician orthopedic surgeon,0.08817454377315788,0.0834611232773924,0.8283643329494498,2016-06
2015-05-12,Psychiatrist - FY15 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,psychiatrist,0.1750586447127276,0.1668591393153661,0.6580822159719063,2015-05
2016-06-30,Physician - Emergency Room,Permanent,240000.0,Full-time,Per Year,Kansas,physician emergency room,0.0883573115872598,0.08358426251168975,0.8280584259010505,2016-06
2016-06-30,Physician - Outpatient,Permanent,190000.0,Full-time,Per Year,Kansas,physician outpatient,0.1225721076376866,0.11153933412354124,0.7658885582387722,2016-06
2016-06-30,Physician - Hospitalist,Permanent,230000.0,Full-time,Per Year,Kansas,physician hospitalist,0.767526134759881,0.11116159611215157,0.12131226912796743,2016-06
2015-04-28,Supervisory Statistician (Economics),Permanent,138136.0,Full-time,Per Year,District of Columbia,supervisory statistician economics,0.8328071920445772,0.08359921018547914,0.08359359776994374,2015-04
2015-05-14,Aviation Safety Inspector (Air Carrier Avionics Part 145),Permanent,151799.0,Full-time,Per Year,California,aviation safety air carrier avionics part,0.0483833851881031,0.9039355182395357,0.04768109657236113,2015-05
2018-05-30,Transportation Security Officer (TSO),Permanent,25.98,Part-time,Per Hour,Colorado,transportation security tso,0.08339160673195889,0.08393834070708557,0.8326700525609555,2018-05
2015-05-15,Regional Airspace Specialist  ,Permanent,100530.0,Full-time,Per Year,California,regional airspace,0.11186043812182148,0.7762317720592935,0.11190778981888497,2015-05
2015-05-19,Nuclear Engineer,Permanent,158700.0,Full-time,Per Year,Maryland,nuclear engineer,0.7768728172057169,0.11156556911316765,0.11156161368111546,2015-05
2015-05-20,Aviation Safety Inspector (Air Carrier Operations-A6WA),Permanent,140511.0,Full-time,Per Year,Illinois,aviation safety air carrier operations,0.05667269083530279,0.8877378779329101,0.05558943123178698,2015-05
2015-05-27,Administrative Office Assistant (OA) ZS-0303-III,Permanent,54806.0,Full-time,Per Year,California,administrative office iii,0.08711465755926519,0.8294122938969511,0.08347304854378365,2015-05
2015-05-29,"Supervisory Executive Management Specialist, ZA-0301-V (GS-15 equivalent)",Permanent,158700.0,Full-time,Per Year,Colorado,supervisory executive management,0.5066408405812839,0.4098856450652119,0.08347351435350411,2015-05
2015-05-26,Secretary-Direct Hire,Agency Employees Only,46294.0,Full-time,Per Year,Florida,secretary,0.16681972991964225,0.16683247331716397,0.6663477967631938,2015-05
2015-06-03,"Air Traffic Control Specialist (T), Certified Professional Controller (CPC)",Permanent,112523.0,Full-time,Per Year,California,air traffic control certified professional controller cpc,0.9112287689693146,0.04609021759368797,0.04268101343699743,2015-06
2015-06-03,"Aviation Safety Inspector, (AW) Assistant Principal Maintenance Inspector ",Permanent,113383.0,Full-time,Per Year,Georgia,aviation safety maintenance,0.08342926427268722,0.5873711265377493,0.3291996091895634,2015-06
2015-06-03,Aviation Safety Inspector (General Aviation Airworthiness),Temporary,140511.0,Full-time,Per Year,Illinois,aviation safety aviation airworthiness,0.06671021657924664,0.8665766489064133,0.06671313451434008,2015-06
2015-06-05,Food Service Worker NA-02,Intermittent,11.29,Intermittent,Per Hour,Maryland,food service worker,0.08339341903668948,0.8332004288387546,0.08340615212455595,2015-06
2015-06-05,Custodial Worker NA-02,Permanent,11.29,Full-time,Per Hour,Maryland,custodial worker,0.11152153369077322,0.7769311036862208,0.11154736262300609,2015-06
2015-06-05,Recreation Aid NF-01,Permanent,8.25,Intermittent,Per Hour,Maryland,recreation aid,0.12170329196138295,0.1119488721204828,0.7663478359181343,2015-06
2015-06-09,GARDENER ,Permanent,18.31,Part-time,Per Hour,Hawaii,gardener,0.16787765457910322,0.6641669592347704,0.1679553861861264,2015-06
2016-05-27,Physician Assistant (Hospitalist),Permanent,92316.0,Full-time,Per Year,West Virginia,physician hospitalist,0.767526134759881,0.11116159611215157,0.12131226912796743,2016-05
2017-12-30,MECHANICAL ENGINEER,Permanent,55970.0,Full-time,Per Year,Maryland,mechanical engineer,0.7775402123068686,0.11122870194460058,0.11123108574853069,2017-12
2015-06-11,"Supervisory Air Traffic Control Specialist (T), Operations Supervisor",Permanent,123923.0,Full-time,Per Year,California,supervisory air traffic control operations,0.6965322091112914,0.24782812262603154,0.05563966826267701,2015-06
2015-06-16,Customer Service Representative (Correctional),Permanent,67433.0,Full-time,Per Year,Georgia,customer service representative correctional,0.06683961446932637,0.2668228524200644,0.6663375331106092,2015-06
2015-06-17,Information Technologoy Specialist (INFOSEC),Permanent,139523.0,Full-time,Per Year,District of Columbia,information technologoy infosec,0.08359032396005882,0.08361033011082598,0.8327993459291152,2015-06
2015-07-20,Public Affairs Specialist,Permanent,151799.0,Full-time,Per Year,California,public affairs,0.1112275902622345,0.1112533087550155,0.77751910098275,2015-07
